0.8	-65	2.1	17	0.0017	522.173
10.8	-65	2.1	17	0.0017	487.609
20.8	-65	2.1	17	0.0017	495.262
13.9873	-65	2.1	17	0.0017	478.123
13.9873	-55	2.1	17	0.0017	7161.86
13.9873	-75	2.1	17	0.0017	1587.75
13.9873	-68.5762	2.1	17	0.0017	517.819
13.9873	-66.7881	2.1	17	0.0017	496.551
13.9873	-65.894	2.1	17	0.0017	432.251
13.9873	-65.894	12.1	17	0.0017	443.885
13.9873	-65.894	-7.9	17	0.0017	512.606
13.9873	-65.894	5.83534	17	0.0017	469.4
13.9873	-65.894	-7.9	17	0.0017	497.618
13.9873	-65.894	5.58918	17	0.0017	438.002
13.9873	-65.894	-7.9	17	0.0017	485.396
13.9873	-65.894	5.30413	17	0.0017	516.878
13.9873	-65.894	2.1	27	0.0017	472.563
13.9873	-65.894	2.1	7	0.0017	479.25
13.9873	-65.894	2.1	17.383	0.0017	471.261
13.9873	-65.894	2.1	7	0.0017	508.7
13.9873	-65.894	2.1	18.5475	0.0017	462.31
13.9873	-65.894	2.1	7	0.0017	484.154
13.9873	-65.894	2.1	17.6285	0.0017	470.156
13.9873	-65.894	2.1	17	0.0117	550.778
13.9873	-65.894	2.1	17	0.0067	537.276
13.9873	-65.894	2.1	17	0.0067	479.886
13.9873	-65.894	2.1	17	0.0067	509.838
14.4978	-65.894	2.1	17	0.0017	458.968
13.9873	-75	2.1	17	0.0017	1421.87
13.9873	-55	2.1	17	0.0017	7317.81
13.9873	-68.7875	2.1	17	0.0017	561.349
13.9873	-55	2.1	17	0.0017	7192.18
13.9873	-68.7676	2.1	17	0.0017	559.658
13.9873	-55	2.1	17	0.0017	7481.27
13.9873	-68.8124	2.1	17	0.0017	550.613
13.9873	-55	2.1	17	0.0017	7238.93
13.9873	-68.7751	2.1	17	0.0017	573.375
13.9873	-55	2.1	17	0.0017	7189.55
13.9873	-68.7672	2.1	17	0.0017	562.239
13.9873	-65.894	12.1	17	0.0017	476.352
13.9873	-65.894	-7.9	17	0.0017	486.026
13.9873	-65.894	2.5942	17	0.0017	464.779
13.9873	-65.894	-7.9	17	0.0017	490.377
13.9873	-65.894	2.78596	17	0.0017	496.01
13.9873	-65.894	-7.9	17	0.0017	469.92
13.9873	-65.894	1.70666	17	0.0017	458.565
13.9873	-65.894	2.1	27	0.0017	504.45
13.9873	-65.894	2.1	7	0.0017	507.962
13.9873	-65.894	2.1	17.1187	0.0017	425.773
13.9873	-65.894	2.1	17.1187	0.0117	530.359
13.9873	-65.894	2.1	17.1187	0.0067	511.996
13.9873	-65.894	2.1	17.1187	0.0067	508.58
13.9873	-65.894	2.1	17.1187	0.0067	489.565
23.9873	-65.894	2.1	17.1187	0.0017	476.887
3.9873	-65.894	2.1	17.1187	0.0017	473.371
13.8092	-65.894	2.1	17.1187	0.0017	496.404
13.8983	-65.894	2.1	17.1187	0.0017	498.133
13.9428	-65.894	2.1	17.1187	0.0017	473.173
13.9873	-65.9419	2.1	17.1187	0.0017	455.93
13.9873	-56.0516	2.1	17.1187	0.0017	4404.92
13.9873	-60.9728	2.1	17.1187	0.0017	1075.61
13.9873	-65.894	2.1	27	0.0017	473.836
13.9873	-65.894	2.1	7	0.0017	476.35
13.9873	-65.894	2.1	17.1467	0.0017	447.732
13.9873	-65.894	2.1	7	0.0017	475.532
13.9873	-65.894	2.1	17.0999	0.0017	448.61
13.9873	-65.894	2.1	7	0.0017	489.904
13.9873	-65.894	2.1	17.8095	0.0017	522.791
13.9873	-65.894	2.1	7	0.0017	495.334
13.9873	-65.894	2.1	18.027	0.0017	454.699
13.9873	-65.894	2.1	7	0.0017	500.184
13.9873	-65.894	2.1	18.2029	0.0017	492.644
13.9873	-65.894	2.1	17.1187	0.0017	454.618
13.9873	-65.894	2.1	17.1187	0.0017	471.148
13.9873	-65.894	2.1	17.1187	0.0017	510.928
13.9873	-65.894	2.1	17.1187	0.0017	459.133
13.9873	-65.894	2.1	17.1187	0.0017	456.449
13.9873	-65.894	2.1	17.1187	0.0017	457.938
13.9873	-65.894	2.1	17.1187	0.0017	485.618
13.9873	-65.894	2.1	17.1187	0.0017	457.139
13.9873	-65.894	2.1	17.1187	0.0017	456.946
13.9873	-65.894	2.1	17.1187	0.0017	466.685
13.9873	-65.894	2.1	17.1187	0.0017	435.478
