
10	-0.2128		0.1848		0.39767
20	-0.0225	  	0.3059		0.23542
30	-0.7660	  	-0.2647		0.50127	
40	0.4270 	 	0.5651		0.13818

	
10	-1.95913	-1.18107	0.77806
20	-3.63654	  -2.94507	0.69146	
30	-3.84384	  -3.11808	0.72576
40	-2.52975	  -2.13251	0.39724
