10  1.0749567329  1.25630193385	  0.18135	 
20  1.94287679921 2.30513721823	  0.36226	 
30  3.79513474583 4.13191869027	  0.33678	 
40  2.12411450439 2.51271136337	  0.38860	 


10  4.49471658766 5.68641362185	  1.19170	
20  6.19164328636 6.65785202146	  0.46621	
30  7.52577208767 8.45818955787	  0.93242	
40  5.77692497877 7.35721887194	  1.58029  	















